session_id,user_id,workflow_type,task_id,duration_s,app_switches_per_min,backtrack_rate,repeated_action_ratio,correction_rate,hesitation_ms_p50,idle_ratio,navigation_efficiency,action_sequence_entropy,workflow_repeat_count,predictable_sequence_score,completion_success,friction_score,focus_score,automation_potential,model_confidence,behavior_label,data_origin
syn_02589,bootstrap_user_09,support_lookup,support_lookup_009,264.3,5.746,0.008,0.7889,0.0792,379.8,0.0479,0.5713,0.2456,9,0.806,True,0.2797,0.6911,0.6332,0.922,focused_or_low_friction,synthetic_bootstrap
syn_02590,bootstrap_user_10,support_lookup,support_lookup_010,278.0,5.045,0.0517,0.6571,0.0762,617.6,0.032,0.7642,0.3332,5,0.7177,True,0.2399,0.7533,0.551,0.822,focused_or_low_friction,synthetic_bootstrap
syn_02591,bootstrap_user_11,coding_debugging,coding_debugging_011,476.5,2.223,0.2852,0.0982,0.3008,921.0,0.1564,0.7293,0.9589,3,0.4975,False,0.4054,0.5452,0.3374,0.6468,moderate_friction,synthetic_bootstrap
syn_02592,bootstrap_user_12,research_browsing,research_browsing_012,2205.5,2.137,0.3133,0.2165,0.0794,620.1,0.1233,0.6233,0.9195,2,0.2076,True,0.3467,0.5736,0.2851,0.5566,moderate_friction,synthetic_bootstrap
syn_02593,bootstrap_user_01,coding_debugging,coding_debugging_013,1396.2,3.794,0.3039,0.2039,0.2302,997.1,0.0903,0.5546,0.8151,4,0.2857,True,0.4394,0.5493,0.3384,0.6336,moderate_friction,synthetic_bootstrap
syn_02594,bootstrap_user_02,deep_work,deep_work_014,1279.7,1.271,0.1125,0.3466,0.0579,689.4,0.0997,0.7755,0.6653,1,0.381,True,0.1986,0.7325,0.3902,0.6079,focused_or_low_friction,synthetic_bootstrap
syn_02595,bootstrap_user_03,repetitive_admin,repetitive_admin_015,644.1,2.027,0.1171,0.8051,0.0365,209.8,0.0492,0.7028,0.2628,6,1.0,True,0.2322,0.801,0.6435,0.9235,focused_or_low_friction,synthetic_bootstrap
syn_02596,bootstrap_user_04,research_browsing,research_browsing_016,2083.1,3.688,0.2341,0.2646,0.0976,844.0,0.0162,0.6781,0.8147,2,0.1989,True,0.3696,0.6542,0.3364,0.567,moderate_friction,synthetic_bootstrap
syn_02597,bootstrap_user_05,deep_work,deep_work_017,2586.6,0.16,0.1045,0.1164,0.0632,463.5,0.0836,0.8348,0.5669,3,0.3597,True,0.2256,0.7497,0.339,0.6594,focused_or_low_friction,synthetic_bootstrap
syn_02598,bootstrap_user_06,support_lookup,support_lookup_018,243.6,5.523,0.1159,0.7416,0.0572,592.4,0.0685,0.6445,0.2465,5,0.8823,True,0.3332,0.6784,0.6149,0.8735,moderate_friction,synthetic_bootstrap
syn_02599,bootstrap_user_07,research_browsing,research_browsing_019,1574.5,5.121,0.2669,0.187,0.0862,614.8,0.1293,0.4898,0.7499,2,0.2458,True,0.4223,0.5051,0.3495,0.5865,moderate_friction,synthetic_bootstrap
syn_02600,bootstrap_user_08,research_browsing,research_browsing_020,1408.8,0.0,0.1412,0.2366,0.0581,838.2,0.1556,0.5481,0.7528,2,0.2947,True,0.2406,0.6244,0.2819,0.5983,focused_or_low_friction,synthetic_bootstrap
syn_02601,bootstrap_user_09,support_lookup,support_lookup_021,45.0,3.706,0.06,0.5696,0.0856,601.6,0.0525,0.4909,0.3981,14,0.8975,False,0.2449,0.6793,0.6027,0.9266,focused_or_low_friction,synthetic_bootstrap
syn_02602,bootstrap_user_10,coding_debugging,coding_debugging_022,1208.3,1.178,0.3042,0.1736,0.1286,603.8,0.1626,0.6252,0.3647,1,0.5465,True,0.3216,0.6462,0.3835,0.6853,moderate_friction,synthetic_bootstrap
syn_02603,bootstrap_user_11,support_lookup,support_lookup_023,263.5,3.525,0.2257,0.8191,0.1292,538.7,0.0347,0.7538,0.3038,8,0.8662,True,0.2843,0.774,0.6207,0.9301,focused_or_low_friction,synthetic_bootstrap
syn_02604,bootstrap_user_12,coding_debugging,coding_debugging_024,713.4,0.965,0.1216,0.3925,0.2014,487.1,0.0972,0.5279,0.9462,2,0.4823,False,0.2216,0.6242,0.3454,0.622,focused_or_low_friction,synthetic_bootstrap
syn_02605,bootstrap_user_01,deep_work,deep_work_025,1437.5,0.08,0.0868,0.1231,0.0129,469.1,0.1105,0.9158,0.438,1,0.1855,True,0.1597,0.7855,0.2512,0.5863,focused_or_low_friction,synthetic_bootstrap
syn_02606,bootstrap_user_02,deep_work,deep_work_026,1385.5,1.532,0.0,0.1055,0.0467,140.2,0.1241,0.6758,0.6341,1,0.2599,True,0.1536,0.6686,0.2962,0.5814,focused_or_low_friction,synthetic_bootstrap
syn_02607,bootstrap_user_03,coding_debugging,coding_debugging_027,1332.3,3.95,0.2921,0.2989,0.2641,1225.0,0.1005,0.5987,0.7741,2,0.3501,True,0.4777,0.5852,0.3832,0.6096,high_friction,synthetic_bootstrap
syn_02608,bootstrap_user_04,repetitive_admin,repetitive_admin_028,460.6,4.16,0.0544,0.7202,0.0,476.2,0.0265,0.672,0.2678,10,1.0,True,0.2049,0.7592,0.6986,0.9679,automation_candidate,synthetic_bootstrap
syn_02609,bootstrap_user_05,coding_debugging,coding_debugging_029,1476.2,2.049,0.3774,0.2152,0.3545,531.1,0.1969,0.423,0.6492,0,0.532,True,0.414,0.5296,0.3532,0.6251,moderate_friction,synthetic_bootstrap
syn_02610,bootstrap_user_06,repetitive_admin,repetitive_admin_030,478.1,3.822,0.1053,0.8292,0.0742,424.0,0.0418,0.5719,0.2676,5,0.9714,True,0.2896,0.7219,0.6765,0.8932,focused_or_low_friction,synthetic_bootstrap
syn_02611,bootstrap_user_07,research_browsing,research_browsing_031,660.0,2.66,0.1602,0.3483,0.0655,903.7,0.1684,0.7167,0.7525,4,0.5415,True,0.2854,0.5646,0.4237,0.7051,focused_or_low_friction,synthetic_bootstrap
syn_02612,bootstrap_user_08,coding_debugging,coding_debugging_032,1129.2,2.364,0.1317,0.2433,0.4144,991.9,0.0793,0.598,0.5732,2,0.3724,True,0.3516,0.6644,0.4043,0.6393,moderate_friction,synthetic_bootstrap
syn_02613,bootstrap_user_09,support_lookup,support_lookup_033,217.7,3.293,0.245,0.6796,0.0996,456.8,0.0714,0.7139,0.383,7,0.7293,True,0.2476,0.685,0.5281,0.8639,focused_or_low_friction,synthetic_bootstrap
syn_02614,bootstrap_user_10,coding_debugging,coding_debugging_034,1059.6,3.091,0.052,0.2009,0.3273,1058.8,0.19,0.5816,0.9173,3,0.534,True,0.4209,0.5298,0.3826,0.6609,moderate_friction,synthetic_bootstrap
syn_02615,bootstrap_user_11,repetitive_admin,repetitive_admin_035,45.0,3.349,0.1071,0.8813,0.0585,288.3,0.0149,0.6833,0.5467,2,0.7532,True,0.235,0.7575,0.5346,0.7377,focused_or_low_friction,synthetic_bootstrap
syn_02616,bootstrap_user_12,support_lookup,support_lookup_036,221.5,2.632,0.1441,0.6038,0.1105,481.5,0.0777,0.5888,0.258,3,0.8105,True,0.268,0.7545,0.4684,0.8092,focused_or_low_friction,synthetic_bootstrap
syn_02617,bootstrap_user_01,repetitive_admin,repetitive_admin_037,423.5,2.995,0.0278,0.6566,0.1427,297.7,0.026,0.7353,0.3712,7,0.8702,True,0.2094,0.7904,0.6327,0.9005,focused_or_low_friction,synthetic_bootstrap
syn_02618,bootstrap_user_02,research_browsing,research_browsing_038,416.2,2.667,0.3068,0.1354,0.1026,559.9,0.0907,0.7201,0.6861,2,0.3302,True,0.2653,0.6708,0.2532,0.6152,focused_or_low_friction,synthetic_bootstrap
syn_02619,bootstrap_user_03,research_browsing,research_browsing_039,1409.8,3.089,0.279,0.2233,0.0443,697.7,0.137,0.7554,0.7193,2,0.2583,True,0.2966,0.599,0.3366,0.5932,focused_or_low_friction,synthetic_bootstrap
syn_02620,bootstrap_user_04,research_browsing,research_browsing_040,864.9,4.594,0.081,0.223,0.0,593.9,0.134,0.6655,0.7916,2,0.3681,True,0.3124,0.5298,0.3493,0.612,moderate_friction,synthetic_bootstrap
syn_02621,bootstrap_user_05,research_browsing,research_browsing_041,253.2,1.496,0.1566,0.2492,0.076,586.4,0.125,0.4995,0.6404,1,0.2855,True,0.2542,0.6431,0.2481,0.587,focused_or_low_friction,synthetic_bootstrap
syn_02622,bootstrap_user_06,research_browsing,research_browsing_042,1910.3,3.19,0.1177,0.0804,0.0424,413.5,0.115,0.8065,0.817,2,0.4154,True,0.3181,0.6496,0.3221,0.6208,moderate_friction,synthetic_bootstrap
syn_02623,bootstrap_user_07,repetitive_admin,repetitive_admin_043,734.1,4.315,0.1227,0.7028,0.0627,363.0,0.0469,0.7112,0.2586,3,0.8145,True,0.3015,0.7331,0.6091,0.8101,moderate_friction,synthetic_bootstrap
syn_02624,bootstrap_user_08,research_browsing,research_browsing_044,1793.1,2.05,0.156,0.0615,0.1512,783.2,0.1765,0.7699,0.7661,1,0.0845,True,0.3376,0.5575,0.2003,0.5217,moderate_friction,synthetic_bootstrap
syn_02625,bootstrap_user_09,support_lookup,support_lookup_045,251.7,5.372,0.1226,0.6366,0.2032,194.9,0.0926,0.6981,0.4993,9,0.7237,True,0.2467,0.6091,0.5964,0.871,focused_or_low_friction,synthetic_bootstrap
syn_02626,bootstrap_user_10,support_lookup,support_lookup_046,290.4,5.247,0.3066,0.5634,0.1672,568.1,0.0208,0.645,0.3727,4,0.6859,True,0.3246,0.6647,0.5371,0.7868,moderate_friction,synthetic_bootstrap
syn_02627,bootstrap_user_11,support_lookup,support_lookup_047,45.0,4.434,0.2223,0.4948,0.0984,458.4,0.0577,0.7263,0.4231,5,0.6396,True,0.2307,0.6743,0.4479,0.7916,focused_or_low_friction,synthetic_bootstrap
syn_02628,bootstrap_user_12,repetitive_admin,repetitive_admin_048,354.7,3.507,0.2708,0.8023,0.1338,446.4,0.0523,0.7873,0.3277,11,0.8647,True,0.2079,0.7447,0.6758,0.9269,focused_or_low_friction,synthetic_bootstrap
syn_02629,bootstrap_user_01,repetitive_admin,repetitive_admin_049,523.0,4.539,0.1068,0.8654,0.0904,383.4,0.0522,0.6652,0.1841,1,0.8014,False,0.2259,0.7013,0.5791,0.7707,focused_or_low_friction,synthetic_bootstrap
syn_02630,bootstrap_user_02,repetitive_admin,repetitive_admin_050,306.2,3.469,0.0833,0.6962,0.046,318.2,0.0482,0.7279,0.4781,8,0.8432,True,0.1964,0.6884,0.6168,0.9034,focused_or_low_friction,synthetic_bootstrap
syn_02631,bootstrap_user_03,deep_work,deep_work_051,1871.2,1.159,0.0483,0.1522,0.1238,282.7,0.1044,0.8651,0.6665,3,0.4119,True,0.1977,0.724,0.3693,0.6605,focused_or_low_friction,synthetic_bootstrap
syn_02632,bootstrap_user_04,support_lookup,support_lookup_052,289.6,1.13,0.2284,0.5912,0.087,444.0,0.0837,0.5679,0.4825,2,0.8196,True,0.2813,0.7161,0.4527,0.762,focused_or_low_friction,synthetic_bootstrap
syn_02633,bootstrap_user_05,research_browsing,research_browsing_053,1075.0,1.655,0.1583,0.1031,0.0437,1046.8,0.024,0.7151,0.7011,1,0.1754,True,0.2852,0.769,0.2466,0.5522,focused_or_low_friction,synthetic_bootstrap
syn_02634,bootstrap_user_06,coding_debugging,coding_debugging_054,2318.3,2.185,0.2866,0.1714,0.2195,641.4,0.1426,0.6728,0.8491,1,0.5025,True,0.4157,0.5664,0.3195,0.6162,moderate_friction,synthetic_bootstrap
syn_02635,bootstrap_user_07,support_lookup,support_lookup_055,313.9,5.347,0.1305,0.6992,0.17,454.9,0.0168,0.5286,0.2856,5,0.7864,True,0.3093,0.7081,0.5699,0.8448,moderate_friction,synthetic_bootstrap
syn_02636,bootstrap_user_08,support_lookup,support_lookup_056,386.5,5.428,0.2493,0.5343,0.1042,650.1,0.054,0.5901,0.2787,4,0.6739,False,0.3239,0.6356,0.5308,0.795,moderate_friction,synthetic_bootstrap
syn_02637,bootstrap_user_09,support_lookup,support_lookup_057,191.9,3.878,0.2116,0.7542,0.0963,686.0,0.0091,0.5994,0.4144,12,0.6935,True,0.2798,0.7281,0.6223,0.8736,focused_or_low_friction,synthetic_bootstrap
syn_02638,bootstrap_user_10,repetitive_admin,repetitive_admin_058,237.5,2.686,0.1513,0.68,0.1268,362.3,0.068,0.7651,0.2396,11,0.7626,True,0.1745,0.7728,0.6482,0.9119,focused_or_low_friction,synthetic_bootstrap
syn_02639,bootstrap_user_11,research_browsing,research_browsing_059,942.4,1.948,0.2271,0.057,0.1504,600.8,0.0515,0.4373,0.8251,2,0.2078,True,0.2722,0.6412,0.2994,0.5679,focused_or_low_friction,synthetic_bootstrap
syn_02640,bootstrap_user_12,repetitive_admin,repetitive_admin_060,739.6,2.988,0.1459,0.7671,0.0112,230.5,0.0,0.7804,0.4745,12,0.8636,True,0.231,0.8123,0.7466,0.9089,automation_candidate,synthetic_bootstrap
syn_02641,bootstrap_user_01,coding_debugging,coding_debugging_001,1128.1,1.207,0.3461,0.225,0.3397,1039.8,0.0183,0.5775,0.6759,2,0.2636,True,0.3447,0.7501,0.3421,0.5998,moderate_friction,synthetic_bootstrap
syn_02642,bootstrap_user_02,coding_debugging,coding_debugging_002,1238.6,0.466,0.4944,0.1991,0.4745,974.8,0.0884,0.8348,0.7767,2,0.3652,True,0.3839,0.6931,0.3262,0.6131,moderate_friction,synthetic_bootstrap
syn_02643,bootstrap_user_03,support_lookup,support_lookup_003,184.4,3.467,0.3218,0.751,0.1218,421.5,0.0435,0.6233,0.5568,7,0.8648,True,0.2518,0.6778,0.5602,0.8769,focused_or_low_friction,synthetic_bootstrap
syn_02644,bootstrap_user_04,research_browsing,research_browsing_004,1947.7,2.177,0.1685,0.2451,0.0651,601.8,0.0,0.5413,0.8475,1,0.3671,True,0.3444,0.6972,0.3189,0.5826,moderate_friction,synthetic_bootstrap
syn_02645,bootstrap_user_05,repetitive_admin,repetitive_admin_005,199.6,3.108,0.0947,0.8352,0.055,324.9,0.0297,0.7424,0.4789,0,0.8562,True,0.1607,0.7676,0.5315,0.7266,focused_or_low_friction,synthetic_bootstrap
syn_02646,bootstrap_user_06,research_browsing,research_browsing_006,1211.9,2.282,0.3042,0.2196,0.0969,784.5,0.158,0.5736,0.8244,2,0.2446,True,0.3318,0.5472,0.3306,0.5772,moderate_friction,synthetic_bootstrap
syn_02647,bootstrap_user_07,coding_debugging,coding_debugging_007,624.6,2.984,0.3009,0.3725,0.3613,737.7,0.1116,0.6394,0.9223,3,0.4007,True,0.369,0.5505,0.3647,0.627,moderate_friction,synthetic_bootstrap
syn_02648,bootstrap_user_08,coding_debugging,coding_debugging_008,644.5,1.407,0.3685,0.2426,0.2258,740.9,0.0877,0.6158,0.5693,1,0.2182,True,0.2849,0.6604,0.2979,0.5787,focused_or_low_friction,synthetic_bootstrap
syn_02649,bootstrap_user_09,coding_debugging,coding_debugging_009,1928.0,2.943,0.2178,0.261,0.2934,621.7,0.1662,0.8308,0.573,5,0.3373,True,0.3891,0.6482,0.4327,0.6981,moderate_friction,synthetic_bootstrap
syn_02650,bootstrap_user_10,research_browsing,research_browsing_010,1556.2,3.939,0.311,0.2209,0.1509,518.5,0.0233,0.799,0.717,1,0.2602,False,0.2954,0.7004,0.3404,0.5715,focused_or_low_friction,synthetic_bootstrap
syn_02651,bootstrap_user_11,research_browsing,research_browsing_011,1660.0,3.613,0.1825,0.1465,0.156,535.3,0.0829,0.6915,0.7985,1,0.2405,True,0.3467,0.6294,0.267,0.5568,moderate_friction,synthetic_bootstrap
syn_02652,bootstrap_user_12,support_lookup,support_lookup_012,284.1,4.045,0.107,0.5418,0.1448,743.6,0.0283,0.5669,0.4364,5,0.8453,True,0.3252,0.6786,0.5454,0.8415,moderate_friction,synthetic_bootstrap
syn_02653,bootstrap_user_01,coding_debugging,coding_debugging_013,155.3,3.033,0.2763,0.2841,0.3237,336.5,0.1683,0.6468,0.7956,1,0.4537,True,0.3258,0.521,0.3996,0.6105,moderate_friction,synthetic_bootstrap
syn_02654,bootstrap_user_02,coding_debugging,coding_debugging_014,1372.3,3.398,0.2525,0.2799,0.3905,501.1,0.0664,0.717,0.6982,1,0.3317,True,0.3126,0.6247,0.3706,0.5916,moderate_friction,synthetic_bootstrap
syn_02655,bootstrap_user_03,support_lookup,support_lookup_015,327.2,7.323,0.1767,0.4536,0.1086,646.5,0.0909,0.7533,0.423,7,0.8637,True,0.3182,0.6249,0.5804,0.8927,moderate_friction,synthetic_bootstrap
syn_02656,bootstrap_user_04,research_browsing,research_browsing_016,1616.9,0.0,0.359,0.2725,0.0217,580.2,0.1233,0.4283,0.8391,3,0.3389,True,0.3084,0.6095,0.3256,0.6215,moderate_friction,synthetic_bootstrap
syn_02657,bootstrap_user_05,repetitive_admin,repetitive_admin_017,385.6,2.935,0.0118,0.8167,0.1051,447.9,0.0629,0.7144,0.2193,4,0.9834,True,0.1557,0.772,0.5822,0.8795,focused_or_low_friction,synthetic_bootstrap
syn_02658,bootstrap_user_06,support_lookup,support_lookup_018,284.8,4.472,0.1366,0.4979,0.1381,505.1,0.0017,0.7804,0.2566,3,0.9259,True,0.238,0.7572,0.504,0.8382,focused_or_low_friction,synthetic_bootstrap
syn_02659,bootstrap_user_07,deep_work,deep_work_019,1581.3,1.347,0.1447,0.1633,0.1225,412.3,0.0451,0.7,0.7123,2,0.2887,True,0.1957,0.7441,0.3027,0.6017,focused_or_low_friction,synthetic_bootstrap
syn_02660,bootstrap_user_08,repetitive_admin,repetitive_admin_020,605.5,3.693,0.1165,0.7292,0.0324,89.7,0.0341,0.7225,0.3331,7,0.8225,True,0.2424,0.7569,0.6683,0.8931,focused_or_low_friction,synthetic_bootstrap
syn_02661,bootstrap_user_09,research_browsing,research_browsing_021,1363.6,4.262,0.1705,0.1768,0.112,795.2,0.1308,0.6373,0.8215,2,0.4082,True,0.3483,0.5803,0.3408,0.6185,moderate_friction,synthetic_bootstrap
syn_02662,bootstrap_user_10,repetitive_admin,repetitive_admin_022,408.3,4.588,0.1124,0.6199,0.1279,342.4,0.0434,0.5618,0.2673,11,0.8255,True,0.25,0.6881,0.6664,0.9243,focused_or_low_friction,synthetic_bootstrap
syn_02663,bootstrap_user_11,repetitive_admin,repetitive_admin_023,342.4,4.865,0.1381,0.5112,0.0829,374.8,0.0858,0.726,0.2615,15,0.7745,True,0.2431,0.6691,0.6241,0.9122,focused_or_low_friction,synthetic_bootstrap
syn_02664,bootstrap_user_12,repetitive_admin,repetitive_admin_024,623.8,3.665,0.1561,0.8268,0.0937,242.1,0.0028,0.8786,0.3008,8,1.0,True,0.1612,0.7761,0.7217,0.9639,automation_candidate,synthetic_bootstrap
syn_02665,bootstrap_user_01,support_lookup,support_lookup_025,271.7,5.97,0.2475,0.287,0.25,446.1,0.0968,0.7146,0.3606,6,0.6788,True,0.3415,0.5813,0.5174,0.8314,moderate_friction,synthetic_bootstrap
syn_02666,bootstrap_user_02,coding_debugging,coding_debugging_026,1143.6,4.083,0.2321,0.1809,0.3591,712.6,0.1487,0.7682,0.8299,5,0.5345,True,0.42,0.5655,0.4284,0.7165,moderate_friction,synthetic_bootstrap
syn_02667,bootstrap_user_03,research_browsing,research_browsing_027,1104.5,2.899,0.32,0.1894,0.0997,615.0,0.0923,0.4403,0.8636,1,0.3081,True,0.3704,0.5583,0.2809,0.5659,moderate_friction,synthetic_bootstrap
syn_02668,bootstrap_user_04,deep_work,deep_work_028,2294.7,0.428,0.0877,0.2519,0.0535,431.4,0.0628,0.8305,0.6732,2,0.2755,True,0.2216,0.7913,0.2975,0.6031,focused_or_low_friction,synthetic_bootstrap
syn_02669,bootstrap_user_05,support_lookup,support_lookup_029,255.9,4.15,0.3218,0.6066,0.1791,540.1,0.0614,0.6246,0.3313,9,0.7169,True,0.3577,0.6617,0.6173,0.8895,moderate_friction,synthetic_bootstrap
syn_02670,bootstrap_user_06,support_lookup,support_lookup_030,364.8,5.343,0.1291,0.6045,0.104,896.3,0.0597,0.6417,0.2337,4,0.7216,True,0.3226,0.668,0.497,0.8123,moderate_friction,synthetic_bootstrap
syn_02671,bootstrap_user_07,coding_debugging,coding_debugging_031,1730.9,2.296,0.3141,0.131,0.4161,1170.8,0.1033,0.5573,0.7752,4,0.5418,True,0.5164,0.5921,0.4307,0.7024,high_friction,synthetic_bootstrap
syn_02672,bootstrap_user_08,support_lookup,support_lookup_032,214.6,1.288,0.143,0.548,0.1221,670.8,0.0658,0.8609,0.3022,1,0.8178,True,0.1668,0.8086,0.4194,0.7607,focused_or_low_friction,synthetic_bootstrap
syn_02673,bootstrap_user_09,repetitive_admin,repetitive_admin_033,317.3,4.723,0.1275,0.6882,0.1439,341.6,0.0131,0.6206,0.272,1,0.7662,True,0.2625,0.7601,0.532,0.7514,focused_or_low_friction,synthetic_bootstrap
syn_02674,bootstrap_user_10,support_lookup,support_lookup_034,259.6,3.616,0.2111,0.8517,0.1171,436.8,0.0553,0.6333,0.4204,4,0.8306,True,0.2843,0.6729,0.579,0.8172,focused_or_low_friction,synthetic_bootstrap
syn_02675,bootstrap_user_11,support_lookup,support_lookup_035,207.3,4.211,0.1267,0.7816,0.1193,228.7,0.0201,0.7805,0.3402,5,0.9029,True,0.1665,0.7376,0.6167,0.8674,focused_or_low_friction,synthetic_bootstrap
syn_02676,bootstrap_user_12,support_lookup,support_lookup_036,462.9,5.307,0.1494,0.5905,0.1124,156.4,0.0607,0.7184,0.555,10,0.983,True,0.3562,0.6452,0.6848,0.9291,automation_candidate,synthetic_bootstrap
syn_02677,bootstrap_user_01,support_lookup,support_lookup_037,93.0,4.456,0.2253,0.5832,0.0329,804.9,0.0722,0.8321,0.4416,11,0.9063,True,0.2489,0.6775,0.5907,0.9236,focused_or_low_friction,synthetic_bootstrap
syn_02678,bootstrap_user_02,coding_debugging,coding_debugging_038,1894.3,2.238,0.3305,0.1069,0.3819,673.5,0.163,0.5346,0.8532,4,0.3548,True,0.4984,0.5417,0.327,0.6463,high_friction,synthetic_bootstrap
syn_02679,bootstrap_user_03,coding_debugging,coding_debugging_039,1460.1,2.259,0.2854,0.2474,0.297,554.9,0.0242,0.4206,0.7499,0,0.5217,True,0.373,0.6867,0.3605,0.6104,moderate_friction,synthetic_bootstrap
syn_02680,bootstrap_user_04,repetitive_admin,repetitive_admin_040,482.8,1.242,0.0,0.6918,0.0969,503.5,0.0447,0.7622,0.3586,7,0.907,True,0.1437,0.8152,0.6361,0.9112,focused_or_low_friction,synthetic_bootstrap
syn_02681,bootstrap_user_05,coding_debugging,coding_debugging_041,780.0,2.786,0.167,0.1817,0.3242,606.5,0.0751,0.3231,0.8039,2,0.2877,False,0.3362,0.5793,0.2903,0.5904,moderate_friction,synthetic_bootstrap
syn_02682,bootstrap_user_06,research_browsing,research_browsing_042,1901.9,4.577,0.3401,0.2859,0.0701,1017.9,0.1002,0.3949,0.7659,2,0.2226,True,0.4886,0.5238,0.3656,0.5787,high_friction,synthetic_bootstrap
syn_02683,bootstrap_user_07,deep_work,deep_work_043,1710.0,0.473,0.0065,0.143,0.0631,428.7,0.0,0.6985,0.731,0,0.3272,True,0.1285,0.8241,0.2685,0.5641,focused_or_low_friction,synthetic_bootstrap
syn_02684,bootstrap_user_08,support_lookup,support_lookup_044,314.6,2.978,0.1092,0.766,0.0988,585.9,0.0451,0.7055,0.0862,10,0.7445,True,0.2158,0.7911,0.6568,0.9258,focused_or_low_friction,synthetic_bootstrap
syn_02685,bootstrap_user_09,repetitive_admin,repetitive_admin_045,441.2,2.007,0.1723,0.6571,0.057,350.6,0.0699,0.7369,0.2258,7,0.9575,True,0.2117,0.7797,0.6869,0.9398,automation_candidate,synthetic_bootstrap
syn_02686,bootstrap_user_10,coding_debugging,coding_debugging_046,1308.6,2.363,0.2578,0.2757,0.0,1047.2,0.0364,0.531,0.58,1,0.3724,True,0.3759,0.7387,0.3556,0.616,moderate_friction,synthetic_bootstrap
syn_02687,bootstrap_user_11,repetitive_admin,repetitive_admin_047,387.1,3.98,0.0688,0.6041,0.0653,375.6,0.0,0.836,0.304,11,0.7344,True,0.1634,0.8038,0.6321,0.8971,focused_or_low_friction,synthetic_bootstrap
syn_02688,bootstrap_user_12,coding_debugging,coding_debugging_048,1491.3,2.289,0.1984,0.4588,0.2734,544.2,0.0057,0.6199,0.7891,1,0.5075,True,0.2859,0.7354,0.4209,0.6247,focused_or_low_friction,synthetic_bootstrap
syn_02689,bootstrap_user_01,repetitive_admin,repetitive_admin_049,251.1,4.157,0.1763,0.5823,0.0917,406.4,0.048,0.6936,0.2652,12,0.8927,True,0.1668,0.6876,0.6301,0.9414,focused_or_low_friction,synthetic_bootstrap
syn_02690,bootstrap_user_02,support_lookup,support_lookup_050,184.5,3.757,0.1748,0.6156,0.1076,725.9,0.0097,0.6934,0.3962,3,0.8434,True,0.2498,0.7051,0.5275,0.8008,focused_or_low_friction,synthetic_bootstrap
syn_02691,bootstrap_user_03,research_browsing,research_browsing_051,1463.3,3.444,0.0,0.1375,0.0283,934.6,0.0547,0.7575,0.8762,2,0.4362,True,0.2705,0.6955,0.3129,0.6189,focused_or_low_friction,synthetic_bootstrap
syn_02692,bootstrap_user_04,repetitive_admin,repetitive_admin_052,221.1,2.879,0.0671,0.9438,0.111,305.1,0.02,0.7705,0.3988,9,0.7839,True,0.1503,0.7993,0.6471,0.8981,focused_or_low_friction,synthetic_bootstrap
syn_02693,bootstrap_user_05,research_browsing,research_browsing_053,1853.9,3.58,0.2414,0.2206,0.0305,540.4,0.058,0.6261,0.718,2,0.2803,True,0.3032,0.6527,0.3103,0.5989,moderate_friction,synthetic_bootstrap
